DNA Test ID,DNA Sample Timestamp,Beach,DNA Sample 1 Reading,DNA Sample 2 Reading,DNA Reading Mean,Culture Test ID,Culture Sample 1 Timestamp,Culture Sample 1 Reading,Culture Sample 2 Reading,Culture Reading Mean,Culture Note,Culture Sample Interval,Culture Sample 2 Timestamp,Latitude,Longitude,Location
,,Juneway,,,,113139,6/29/16 10:50,26,33,29.3,,1,6/29/16 10:51,42.0224,-87.6674,"(42.0224, -87.6674)"
,,Lane,,,,98471,6/20/07 0:00,5.2,1,2.3,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Juneway,,,,89629,8/11/10 0:00,37.3,54.6,45.1,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,Howard,,,,104349,8/1/06 0:00,3.1,1,1.8,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,Osterman,,,,101377,8/25/07 0:00,517.2,461.1,488.3,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
4168,7/16/17 0:00,South Shore,512,170,295,,,,,,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Juneway,,,,108277,5/23/14 0:00,1,3,1.7,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,Montrose Dog,,,,112277,6/12/14 0:00,16,11,13.3,,,,41.96869,-87.642617,"(41.96869, -87.642617)"
9089,8/8/18 12:36,12th Street,626,332,455.9,,,,,,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Osterman,,,,111361,8/20/12 0:00,59.1,113.7,82,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Montrose Dog,,,,97123,7/27/12 0:00,157.6,95.9,122.9,,,,41.96869,-87.642617,"(41.96869, -87.642617)"
,,Juneway,,,,88421,7/23/10 0:00,5.2,11,7.6,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,12th Street,,,,110153,5/19/09 0:00,2,11,4.7,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,North Shore,,,,104599,6/15/06 0:00,7.5,2,3.9,,,,42.0027,-87.6564,"(42.0027, -87.6564)"
,,Foster,,,,101155,6/24/08 0:00,74.3,82,78.1,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,Leone,,,,94114,9/9/14 0:00,5,5,5,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,Juneway,,,,100215,7/24/08 0:00,66.3,62.7,64.5,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
6031,5/28/18 11:47,Osterman,110,17,43.2,,,,,,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Lane,,,,92520,5/26/09 0:00,22.6,24.1,23.3,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
7870,7/11/18 0:00,Humboldt,5,5,5,,,,,,,,,41.90643,-87.703717,"(41.90643, -87.703717)"
,,63rd Street,,,,90267,6/28/11 0:00,5.2,,2.3,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
9346,8/14/18 0:00,63rd Street,585,527,555.2,,,,,,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
1208,7/14/16 0:55,South Shore,160,142,150.7,113335,7/14/16 7:25,51,68,58.9,,10,7/14/16 7:35,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Oak Street,,,,103165,5/30/06 0:00,1,6.3,2.5,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
6325,6/5/18 11:43,Calumet,735,1844,1164.2,,,,,,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,Leone,,,,105782,6/13/12 0:00,8.4,9.7,9,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,63rd Street,,,,105633,7/3/13 0:00,21,20,20.5,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Rainbow,,,,103205,6/1/06 0:00,18.5,17.3,17.9,,,,41.758,-87.551,"(41.758, -87.551)"
,,Montrose,,,,108995,5/25/13 0:00,141,147,144,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,57th Street,,,,106480,6/22/12 0:00,25.9,39.3,31.9,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,Oak Street,,,,112031,9/2/11 0:00,6.3,7.4,6.8,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,Ohio Street,,,,111430,6/8/12 0:00,9.7,16.8,12.8,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
,,Loyola,,,,101472,6/28/08 0:00,7.4,13.4,10,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,Rainbow,,,,106634,7/25/13 0:00,66,68,67,,,,41.758,-87.551,"(41.758, -87.551)"
2914,6/15/17 0:00,Foster,575,48,166.1,,,,,,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
1745,8/11/16 12:38,South Shore,44,36,39.8,113773,8/11/16 6:27,155,517,283.1,,1,8/11/16 6:28,41.7689,-87.5636,"(41.7689, -87.5636)"
3086,6/20/17 0:00,63rd Street,1723,8358,3794.8,,,,,,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Howard,,,,93115,7/6/15 0:00,3,1,1.7,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
2094,8/28/16 12:27,Montrose,70,190,115.3,,,,,,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
5880,9/3/17 0:00,57th Street,201,229,214.5,,,,,,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,Loyola,,,,101450,6/27/08 0:00,2419.6,1413.6,1849.4,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,Foster,,,,91766,7/8/09 0:00,33.6,62.4,45.8,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,Howard,,,,112707,6/1/16 11:00,36,49,42,,1,6/1/16 11:01,42.0188,-87.6663,"(42.0188, -87.6663)"
,,Osterman,,,,89024,8/13/09 0:00,55.6,45.7,50.4,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Osterman,,,,88955,8/10/09 0:00,7.4,7.5,7.4,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
3709,7/5/17 0:00,Ohio Street,256,755,439.6,,,,,,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
8009,7/14/18 0:00,Montrose,813,482,626,,,,,,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,Rogers,,,,93029,7/2/15 0:00,13,32,20.4,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,North Avenue,,,,101027,8/20/07 0:00,261.3,344.8,300.2,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
9904,8/26/18 0:00,Howard,1258,862,1041.3,,,,,,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
6569,6/12/18 12:10,Margaret T Burroughs (31st),259,432,334.5,,,,,,,,,41.8393,-87.6072,"(41.8393, -87.6072)"
,,63rd Street,,,,108068,8/20/13 0:00,138,122,129.8,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,South Shore,,,,89992,8/30/10 0:00,77.6,98.5,87.4,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Calumet,,,,97446,8/29/11 0:00,53.8,60.2,56.9,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
4246,7/18/17 0:00,Margaret T Burroughs (31st),288,316,301.7,,,,,,,,,41.8393,-87.6072,"(41.8393, -87.6072)"
,,North Shore,,,,102529,8/26/08 0:00,41.4,38.8,40.1,,,,42.0027,-87.6564,"(42.0027, -87.6564)"
,,Calumet,,,,98018,8/11/06 0:00,387.3,325,354.8,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,12th Street,,,,93763,7/20/15 0:00,15,4,7.7,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Juneway,,,,100427,7/18/08 0:00,159.7,117.8,137.2,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,Rainbow,,,,89791,8/20/10 0:00,727,1119.9,902.3,,,,41.758,-87.551,"(41.758, -87.551)"
10027,8/29/18 11:32,Oak Street,502,978,700.7,,,,,,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,Calumet,,,,96883,8/28/13 0:00,11,12,11.5,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,Osterman,,,,99246,7/9/07 0:00,20.1,16,17.9,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Osterman,,,,92049,8/24/09 0:00,13.5,13.1,13.3,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
10247,9/2/18 11:51,Oakwood,69,106,85.5,,,,,,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
,,Rainbow,,,,99584,9/1/07 0:00,96,290.9,167.1,,,,41.758,-87.551,"(41.758, -87.551)"
,,12th Street,,,,103285,7/28/06 0:00,1986.3,2419.6,2192.3,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Howard,,,,94061,7/27/15 0:00,17,19,18,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,Oak Street,,,,91762,7/8/09 0:00,43.5,37.3,40.3,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,Howard,,,,101774,8/12/08 0:00,37.3,36.9,37.1,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,Calumet,,,,88622,8/3/10 0:00,4.1,10.9,6.7,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,Oak Street,,,,101506,6/30/08 0:00,32.7,30.9,31.8,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
6420,6/8/18 0:00,Hartigan (Albion),186,85,125.7,,,,,,,,,42.0027,-87.6564,"(42.0027, -87.6564)"
,,Osterman,,,,90103,6/20/11 0:00,16.1,22.8,19.2,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Osterman,,,,105105,8/15/12 0:00,727,410.6,546.4,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Montrose Dog,,,,93212,8/19/14 0:00,73,133,98.5,,,,41.96869,-87.642617,"(41.96869, -87.642617)"
,,12th Street,,,,93784,7/21/15 0:00,108,36,62.4,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Calumet,,,,104607,6/16/06 0:00,22.8,22.6,22.7,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,Oakwood,,,,111820,7/5/13 0:00,10,7,8.4,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
,,57th Street,,,,113017,6/22/16 7:30,3,9,5.2,,5,6/22/16 7:35,41.7911,-87.5797,"(41.7911, -87.5797)"
,,South Shore,,,,92222,9/1/09 0:00,139.6,113.7,126,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Montrose,,,,111413,6/7/12 0:00,8.5,16.9,12,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,Montrose,,,,89151,6/11/10 0:00,88.2,86,87.1,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,Howard,,,,112263,6/11/14 0:00,51,104,72.8,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,Calumet,,,,90731,7/13/10 0:00,69.7,88.6,78.6,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,South Shore,,,,101741,8/31/07 0:00,172.2,17.5,54.9,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Loyola,,,,91404,6/22/09 0:00,28.1,6.3,13.3,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,Oak Street,,,,109394,8/20/13 0:00,11,10,10.5,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,South Shore,,,,96885,8/28/13 0:00,2420,1733,2047.9,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Foster,,,,113704,8/6/16 10:15,3,9,5.2,,2,8/6/16 10:17,41.9785,-87.6515,"(41.9785, -87.6515)"
,,Calumet,,,,100778,6/18/08 0:00,68.3,39.7,52.1,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
4752,8/4/17 0:00,Howard,370,412,390.4,,,,,,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,Leone,,,,102670,5/23/06 0:00,17.3,16.1,16.7,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
1886,8/17/16 15:46,North Avenue,24,18,20.8,113872,8/17/16 8:15,29,35,31.9,,1,8/17/16 8:16,41.9148,-87.6273,"(41.9148, -87.6273)"
,,Howard,,,,108318,6/6/14 0:00,1,1,1,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,Juneway,,,,90974,7/13/09 0:00,15.8,9.5,12.3,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,12th Street,,,,104385,8/3/06 0:00,58.6,46.6,52.3,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Juneway,,,,99582,8/31/07 0:00,88,79.8,83.8,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,Osterman,,,,88227,6/4/10 0:00,30.7,29.5,30.1,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Calumet,,,,92970,8/14/14 0:00,435,411,422.8,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,Rogers,,,,88340,7/19/10 0:00,228.2,307.6,264.9,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,Ohio Street,,,,99190,8/10/07 0:00,40.8,55.6,47.6,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
,,Rogers,,,,107241,6/5/14 0:00,33,25,28.7,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,North Shore,,,,98324,8/16/06 0:00,22.8,41.4,30.7,,,,42.0027,-87.6564,"(42.0027, -87.6564)"
5033,8/13/17 0:00,Rainbow,262,120,177.3,,,,,,,,,41.758,-87.551,"(41.758, -87.551)"
,,Osterman,,,,109334,8/12/13 0:00,9,8,8.5,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Rogers,,,,88172,6/1/10 0:00,11,12.2,11.6,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
10094,8/30/18 0:00,Montrose,253,153,196.7,,,,,,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,63rd Street,,,,98312,8/16/06 0:00,25.9,30.9,28.3,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Juneway,,,,112021,9/1/11 0:00,28.8,20.1,24.1,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,Leone,,,,112261,6/11/14 0:00,46,50,48,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
1630,8/7/16 12:58,North Avenue,22,5,10.5,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,63rd Street,,,,106222,7/29/13 0:00,28,17,21.8,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
6618,6/13/18 0:00,Hartigan (Albion),74,101,86.5,,,,,,,,,42.0027,-87.6564,"(42.0027, -87.6564)"
,,Rainbow,,,,107912,8/8/13 0:00,613,201,351,,,,41.758,-87.551,"(41.758, -87.551)"
,,Rogers,,,,101987,7/1/08 0:00,42.8,44.1,43.4,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,South Shore,,,,104380,8/3/06 0:00,579.4,410.6,487.8,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Rainbow,,,,112756,6/6/16 6:46,1414,691,988.5,,2,6/6/16 6:48,41.758,-87.551,"(41.758, -87.551)"
,,South Shore,,,,113707,8/8/16 7:36,41,35,37.9,,1,8/8/16 7:37,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Montrose Dog,,,,97253,6/10/13 0:00,7,12,9.2,,,,41.96869,-87.642617,"(41.96869, -87.642617)"
7128,6/23/18 11:50,12th Street,20,110,46.9,,,,,,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,57th Street,,,,92086,8/26/09 0:00,69.7,272.3,137.8,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,Foster,,,,113367,7/15/16 9:00,326,629,452.8,,1,7/15/16 9:01,41.9785,-87.6515,"(41.9785, -87.6515)"
,,63rd Street,,,,96089,8/4/11 0:00,93.3,71.2,81.5,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,North Avenue,,,,112654,5/27/16 8:10,25,5,11.2,,5,5/27/16 8:15,41.9148,-87.6273,"(41.9148, -87.6273)"
,,Montrose Dog,,,,109885,8/1/14 0:00,2,2,2,,,,41.96869,-87.642617,"(41.96869, -87.642617)"
,,Loyola,,,,91473,6/25/09 0:00,33.1,24.6,28.5,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,South Shore,,,,97633,6/16/11 0:00,32.7,59.4,44.1,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Oakwood,,,,95025,5/28/15 0:00,1,11,3.3,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
,,Humboldt,,,,114140,09/22/0016 10:00:00 AM,1,1,1,,1,09/22/0016 10:01:00 AM,41.90643,-87.703717,"(41.90643, -87.703717)"
9029,8/7/18 0:00,Ohio Street,157,135,145.6,,,,,,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
,,63rd Street,,,,105941,9/4/12 0:00,69.1,67.7,68.4,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
1403,7/23/16 12:24,Ohio Street,4,13,7.2,,,,,,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
,,South Shore,,,,96638,7/19/11 0:00,2419.6,275.5,816.5,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,63rd Street,,,,95306,6/5/15 0:00,36,51,42.8,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Ohio Street,,,,93596,8/27/14 0:00,12,17,14.3,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
721,6/15/16 11:42,Calumet,154,121,136.5,112906,6/15/16 6:30,517,548,532.3,,5,6/15/16 6:35,41.7142,-87.5299,"(41.7142, -87.5299)"
,,Ohio Street,,,,113623,8/2/16 10:10,10,11,10.5,,1,8/2/16 10:11,41.8935,-87.6152,"(41.8935, -87.6152)"
,,Foster,,,,100103,7/14/08 0:00,23.8,30.9,27.1,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
176,7/14/15 0:00,Rainbow,86.5,41.4,60,93507,7/14/15 0:00,51,31,39.8,,,,41.758,-87.551,"(41.758, -87.551)"
,,Rogers,,,,105807,6/14/12 0:00,13.4,13.2,13.3,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
5966,5/25/18 12:07,63rd Street,141,8,33.6,,,,,,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Calumet,,,,89890,8/25/10 0:00,198.9,117.8,153.1,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,63rd Street,,,,90978,7/14/09 0:00,248.1,387.3,310,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
2610,6/5/17 0:00,Hartigan (Albion),11,8,9.4,,,,,,,,,42.0027,-87.6564,"(42.0027, -87.6564)"
,,North Shore,,,,92052,8/24/09 0:00,3,6.3,4.3,,,,42.0027,-87.6564,"(42.0027, -87.6564)"
161,6/9/15 0:00,Rainbow,107.2,255.2,165,95615,6/9/15 0:00,35,46,40.1,,,,41.758,-87.551,"(41.758, -87.551)"
,,South Shore,,,,107385,7/20/12 0:00,17.3,248.1,65.5,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Calumet,,,,103988,7/6/07 0:00,133.4,75.9,100.6,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,57th Street,,,,91002,7/15/09 0:00,24.6,13.5,18.2,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,Oak Street,,,,101201,8/7/08 0:00,90.8,95.5,93.1,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,South Shore,,,,97865,7/17/06 0:00,186,307.6,239.2,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Rainbow,,,,113952,8/23/16 8:06,20,26,22.8,,1,8/23/16 8:07,41.758,-87.551,"(41.758, -87.551)"
,,Oakwood,,,,96751,7/24/11 0:00,5.1,1,2.3,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
,,12th Street,,,,91577,6/30/09 0:00,12.1,10.8,11.4,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
154,6/17/15 0:00,Calumet,122.5,107.8,115,108179,6/17/15 0:00,150,161,155.4,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,South Shore,,,,101320,8/23/07 0:00,307.6,85.7,162.4,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,South Shore,,,,108389,6/10/14 0:00,13,16,14.4,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
5577,8/28/17 0:00,Rogers,228,476,329.4,,,,,,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
85,6/24/15 0:00,Rainbow,293,457,366,87356,6/24/15 0:00,140,79,105.2,,,,41.758,-87.551,"(41.758, -87.551)"
4559,7/29/17 0:00,Humboldt,2074,2250,2160.2,,,,,,,,,41.90643,-87.703717,"(41.90643, -87.703717)"
,,63rd Street,,,,93856,9/3/14 0:00,88,87,87.5,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Calumet,,,,96702,7/22/11 0:00,410.6,79.4,180.6,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,South Shore,,,,96066,8/3/11 0:00,365.4,178.5,255.4,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,63rd Street,,,,102727,5/26/06 0:00,41,65.7,51.9,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Osterman,,,,108228,5/21/14 0:00,9,4,6,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Oakwood,,,,96817,7/27/11 0:00,18.5,21.8,20.1,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
,,Osterman,,,,101030,8/20/07 0:00,387.3,365.4,376.2,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Lane,,,,100552,7/29/08 0:00,107.6,129.6,118.1,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,63rd Street,,,,107650,5/28/13 0:00,133.4,195.6,161.5,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
4316,7/21/17 0:00,Foster,121,209,159,,,,,,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,Foster,,,,97889,7/5/06 0:00,,1,1,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,Oak Street,,,,101974,7/1/08 0:00,3.1,6.3,4.4,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,Osterman,,,,113786,8/11/16 8:25,26,28,27,,1,8/11/16 8:26,41.9877,-87.6545,"(41.9877, -87.6545)"
,,North Avenue,,,,110782,8/11/12 0:00,313,261.3,286,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,Rainbow,,,,102114,8/18/08 0:00,95.9,86,90.8,,,,41.758,-87.551,"(41.758, -87.551)"
2954,6/16/17 0:00,Oak Street,48,33,39.8,,,,,,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,Montrose Dog,,,,108617,7/6/12 0:00,325.5,980.4,564.9,,,,41.96869,-87.642617,"(41.96869, -87.642617)"
,,Juneway,,,,112884,6/13/16 11:05,35,43,38.8,,1,6/13/16 11:06,42.0224,-87.6674,"(42.0224, -87.6674)"
,,North Avenue,,,,102357,7/8/08 0:00,90.6,107.6,98.7,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
5726,8/31/17 0:00,South Shore,1419,1649,1529.7,,,,,,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Osterman,,,,88475,7/26/10 0:00,88.4,117.8,102,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,12th Street,,,,87542,6/18/10 0:00,53,57.1,55,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Rogers,,,,98641,6/12/07 0:00,39.3,44.8,42,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,Juneway,,,,102205,6/16/09 0:00,69.1,52.1,60,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,Fargo,,,,113879,8/17/16 10:45,4,5,4.5,,1,8/17/16 10:46,42.0161,-87.6647,"(42.0161, -87.6647)"
3628,7/2/17 0:00,12th Street,14,67,30.6,,,,,,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
6985,6/21/18 0:00,Calumet,875,413,601.1,,,,,,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,Howard,,,,99178,8/9/07 0:00,65.7,62,63.8,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,Ohio Street,,,,91214,7/24/09 0:00,50.4,42.8,46.4,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
2566,6/5/17 12:10,63rd Street,1126,1024,1073.8,,,,,,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
8282,7/22/18 0:00,Leone,788,1049,909.2,,,,,,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
2027,8/21/16 12:45,Rainbow,254,183,215.6,,,,,,,,,41.758,-87.551,"(41.758, -87.551)"
,,North Avenue,,,,102020,7/3/08 0:00,82.3,73.3,77.7,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,North Avenue,,,,102686,5/24/06 0:00,1,2,1.4,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,63rd Street,,,,107364,7/19/12 0:00,155.3,96.7,122.5,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
1576,8/3/16 12:32,12th Street,3,15,6.7,113643,8/3/16 7:30,8,12,9.8,,1,8/3/16 7:31,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Juneway,,,,98041,8/11/06 0:00,71.2,98.7,83.8,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,Montrose Dog,,,,93290,7/9/15 0:00,54,33,42.2,,,,41.96869,-87.642617,"(41.96869, -87.642617)"
,,57th Street,,,,103946,7/4/07 0:00,178,206.4,191.7,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
2811,6/11/17 0:00,Montrose,322,316,319,,,,,,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
603,6/2/16 12:14,Ohio Street,460,8,60.7,112718,6/2/16 6:15,1203,19,151.2,,4,6/2/16 6:19,41.8935,-87.6152,"(41.8935, -87.6152)"
,,South Shore,,,,106844,6/27/12 0:00,193.5,141.4,165.4,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Rainbow,,,,108829,7/28/14 0:00,23,17,19.8,,,,41.758,-87.551,"(41.758, -87.551)"
2477,6/2/17 0:00,Leone,126,90,106.5,,,,,,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
204,7/31/15 0:00,Montrose,58.8,61.8,60,95883,7/31/15 0:00,127,70,94.3,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,Rogers,,,,102872,7/25/06 0:00,24.6,13.5,18.2,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,North Avenue,,,,101397,8/26/07 0:00,135.4,107.1,120.4,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,Montrose,,,,98319,8/16/06 0:00,307.6,90.6,166.9,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,Ohio Street,,,,111695,5/27/14 0:00,21,11,15.2,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
2471,6/2/17 0:00,Oakwood,36,199,84.6,,,,,,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
237,8/13/15 0:00,Calumet,32,84.8,52,94915,8/13/15 0:00,28,16,21.2,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,Juneway,,,,88887,7/7/10 0:00,1,1,1,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
10070,8/29/18 11:32,Foster,407,472,438.3,,,,,,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,57th Street,,,,108964,5/24/13 0:00,50.4,49.5,49.9,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
10065,8/29/18 11:32,South Shore,3630,4653,4109.8,,,,,,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Foster,,,,108085,6/12/15 0:00,31.3,39.3,35.1,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
